Id,Entity_1,Entity_2,Property
6951,俞大维,俞扬和,child
6952,尾崎加寿夫,日本,birthPlace
6953,杰克·鲁比,得克萨斯州,deathPlace
6954,久保田阳,京都府,birthPlace
6955,王步文,方启坤,spouse
6956,姜功哲,朝鲜,birthPlace
6957,北信爱,北爱一,child
6958,马克斯·冯·劳厄,苏黎世大学,workPlace
6959,布兰卡二世,布兰卡一世,parent
6960,克里斯蒂娜女王,罗马市,deathPlace
6961,贾森·马克希尔,芝加哥,birthPlace
6962,尚梅岩,尚林,sibling
6963,藤木禀,大坂府,birthPlace
6964,费煜,上海,birthPlace
6965,王芸生,王芝琛,child
6966,德川宗翰,松平赖顺,sibling
6967,高郁,唐朝,birthPlace
6968,山姆·毕京柏,美国,deathPlace
6969,保明亲王,庆赖王,child
6970,公子喜,子展,child
6971,亚历山大大帝,帕瑞萨娣丝二世,spouse
6972,井上俊平,日本,birthPlace
6973,林裕焕,韩国,birthPlace
6974,韩永进,北京市,birthPlace
6975,倪柝声,倪林和平,parent
6976,小坂昭典,日本,birthPlace
6977,俾士,加拿大,deathPlace
6978,诸葛瑾,诸葛融,child
6979,罗康瑞,罗鹰石,parent
6980,桑德斯·麦克兰恩,康乃狄克州,birthPlace
6981,济科,里约热内卢,birthPlace
6982,基流,蒲甘,deathPlace
6983,教宗立德,犹太行省,birthPlace
6984,艾伯特·约翰内斯逊,英格兰,deathPlace
6985,得墨忒耳,克洛诺斯,parent
6986,唐道碧,香港,birthPlace
6987,马丁·达赫林,瑞典,birthPlace
6988,黄贯中,朱茵,spouse
6989,锺繇,钟劭,child
6990,藏文字,基兰蒂文,child
6991,庄佳杰,中国,birthPlace
6992,江霞,杜文正,spouse
6993,李鹏,李小勇,child
6994,横山贵之,日本,birthPlace
6995,卡尔·乌斯,伊利诺伊大学厄巴纳·香槟分校,workPlace
6996,见田雅之,宫城县,birthPlace
6997,蔡少棠,菲律宾,birthPlace
6998,陆逊,陆抗,child
6999,世叔齐,世叔申,parent
7000,岛村征志,日本,birthPlace
7001,穆罕默德·马贾里亚夫,班加西,birthPlace
7002,林文程,台湾民主基金会,workPlace
7003,马丁·埃文斯,卡迪夫大学,workPlace
7004,米勒德·菲尔莫尔,纽约州,birthPlace
7005,阮福濒,尊室协,child
7006,朱古达,罗马城,deathPlace
7007,森岛宽晃,日本,birthPlace
7008,韦恩·西米昂,堪萨斯州,birthPlace
7009,徐永泽,中国,birthPlace
7010,孙明明,黑龙江省,birthPlace
7011,源赖朝,坊门姬,sibling
7012,李远哲,芝加哥大学,workPlace
7013,赵洪文国,赵连仲,child
7014,长谷川太一,富山县,birthPlace
7015,大岛久满次,日本,deathPlace
7016,帕尔米罗·陶里亚蒂,雅尔塔,deathPlace
7017,杜文洋,山东,birthPlace
7018,松平恒雄,松平信子,spouse
7019,典子女王,绚子女王,sibling
7020,松平赖聪,大久保忠礼,sibling
7021,横内昭展,福冈县,birthPlace
7022,福山透,东京大学,workPlace
7023,载振,溥锐,child
7024,谢美·加维兰,巴伦西亚,birthPlace
7025,皮洛士,伊庇鲁斯的佛提雅,parent
7026,浅井长政,浅井万寿丸,child
7027,王坦之,王忱,child
7028,雅赫摩斯·纳菲尔泰丽,爱赫特波一世,parent
7029,陈廷骅,陈慧慧,child
7030,肖恩·巴蒂尔,密歇根州,birthPlace
7031,鹿野润,泷下毅,spouse
7032,唐孝威,吕芳,spouse
7033,五十岚和也,日本,birthPlace
7034,小野隆仪,日本,birthPlace
7035,阿伦·汤臣,纽卡素,birthPlace
7036,野口幸司,日本,birthPlace
7037,神田胜夫,新潟县,birthPlace
7038,齐归,鲁襄公,spouse
7039,瓦诺莎·卡塔内,亚历山大六世,spouse
7040,令福帝姬,金熙宗,spouse
7041,王耀武,北京市,deathPlace
7042,启,中康,child
7043,长福,文蓬,child
7044,大卫·普莱斯,田纳西州,birthPlace
7045,金保斯,墨西哥,birthPlace
7046,关浩二,日本,birthPlace
7047,唐荣,高雄县,deathPlace
7048,克明亲王,源博雅,child
7049,默里·盖尔曼,新墨西哥大学,workPlace
7050,查维·拿华路,华伦西亚,birthPlace
7051,久保政二,日本,birthPlace
7052,小井土正亮,日本,birthPlace
7053,保明亲王,康子内亲王,sibling
7054,推古天皇,菟道贝蛸皇女,child
7055,岛津忠恒,入来院重赖,child
7056,高田纯,日本,birthPlace
7057,约翰·霍华德·诺思罗普,洛克斐勒大学,workPlace
7058,犹大,罗马帝国,birthPlace
7059,崔凯,大连,birthPlace
7060,奕訢,寿恩固伦公主,sibling
7061,贺龙,贺鹏飞,child
7062,肖恩·多诺万,纽约市,birthPlace
7063,程愫,傅程鹏,spouse
7064,司提反十世,神圣罗马帝国,birthPlace
7065,方豪,台湾,deathPlace
7066,川口晃,日本,birthPlace
7067,雷抒雁,北京,deathPlace
7068,威廉·杜安,哈佛大学,workPlace
7069,论钦陵,吐蕃,birthPlace
7070,罗兰·比歌,纽约市,birthPlace
7071,亨利·路易·勒夏特列,索邦大学,workPlace
7072,武田信玄,定惠院,sibling
7073,岛津忠恒,岛津忠心,child
7074,朝鲜文宗,平原大君,sibling
7075,德川宗武,德川宗尹,sibling
7076,周瑜,周胤,child
7077,其田秀太,长崎县,birthPlace
7078,野口裕司,日本,birthPlace
7079,孝端文皇后,皇太极,spouse
7080,葛原亲王,藤原道雄,spouse
7081,杨为民,杨秀峰,parent
7082,久高友雄,大坂府,birthPlace
7083,关信基,香港中文大学,workPlace
7084,亚历山大·耶夫蒂奇,沙巴茨,birthPlace
7085,米歇尔·普吕多姆,瑟兰,birthPlace
7086,大江广元,中原亲能,sibling
7087,徐盛,徐楷,child
7088,赫斯提亚,克洛诺斯,parent
7089,维辛迪,华伦西亚,birthPlace
7090,蔡康永,蔡天铎,parent
7091,尧仁法亲王,尧性法亲王,sibling
7092,岛津忠恒,岛津忠清,sibling
7093,昭宪皇太后,一条美贺子,sibling
7094,圣德太子,日置王,child
7095,松平赖胤,本多忠民,sibling
7096,霍尔登·凯弗·哈特兰,宾夕法尼亚大学,workPlace
7097,波塞冬,瑞亚,parent
7098,约翰·何顿·康威,普林斯顿大学,workPlace
7099,理查德·勒纳,斯克里普斯研究所,workPlace
7100,仙石秀久,仙石久忠,child
7101,河内胜幸,日本,birthPlace
7102,大卫,耶西,parent
7103,松平赖聪,永井翠直,child
7104,热堆寺,江寺,child
7105,邱节,上海,birthPlace
7106,乐陵公主,穆寿,spouse
7107,克里斯·沃德尔,盖茨黑德,birthPlace
7108,德川齐彊,德川家齐,parent
7109,山内贵雄,日本,birthPlace
7110,高田哲也,日本,birthPlace
7111,黄文华,林昆锋,spouse
7112,老锣,乌仁娜,spouse
7113,周亚君,中国,birthPlace
7114,李显忠,北宋,birthPlace
7115,周瑜,周循,child
7116,马沙美素·昌盖,洛美,deathPlace
7117,乔·内森,德克萨斯州,birthPlace
7118,费尔南多·纳瓦罗,巴塞隆纳,birthPlace
7119,李诚铭,上海,birthPlace
7120,凯文·马丁,俄亥俄州,birthPlace
7121,桂秀树,徳岛县,birthPlace
7122,曹熊,曹铄,sibling
7123,吴英,中国,birthPlace
7124,汉元帝,许平君,parent
7125,伦子女王,德川家治,spouse
7126,卢拉赫,苏格兰的格罗琪,parent
7127,吕建军,中国,birthPlace
7128,福山透,莱斯大学,workPlace
7129,明日香皇女,忍壁皇子,spouse
7130,河野真一,宫崎县,birthPlace
7131,伦子女王,治子女王,sibling
7132,南云忠一,塞班岛,deathPlace
7133,尚寅,尚典,sibling
7134,陈万水,宋镇迈,child
7135,油尖旺区,何小萍,workPlace
7136,山田卓也,日本,birthPlace
7137,米路,巴西,birthPlace
7138,吴仲义,德州大学,workPlace
7139,朗道,莫斯科国立大学,workPlace
7140,占巴的赖,占婆,birthPlace
7141,裘斯·赞臣,丹麦,birthPlace
7142,和熹皇后,南阳郡,birthPlace
7143,路德维希·比尔曼,马克斯·普朗克物理学研究所,workPlace
7144,卫共姬,公子无亏,child
7145,卢慕贞,孙科,child
7146,史盖勒·奥斯丁,纽约市,birthPlace
7147,平冈宏章,日本,birthPlace
7148,樊尚·佩里卡尔,喀麦隆,birthPlace
7149,香纳谅一,横滨市,birthPlace
7150,宇佐美贵史,日本,birthPlace
7151,朝鲜文宗,朝鲜世祖,sibling
7152,海斯廷斯·卡穆祖·班达,南非,deathPlace
7153,马高斯·高美斯·达·阿卢洛,巴西,birthPlace
7154,林球立,荷兰,birthPlace
7155,克洛德·科昂·唐努德日,巴黎高等师范学院,workPlace
7156,约翰·B·古迪纳夫,德国,birthPlace
7157,桓温,桓豁,sibling
7158,赤都松赞,赤德祖赞,child
7159,罗希,重庆,birthPlace
7160,柱谷哲二,日本,birthPlace
7161,乌尔里希·冯·胡滕,苏黎世,deathPlace
7162,萨洛蒙·卡卢,乌梅,birthPlace
7163,顾炎武,顾缃,sibling
7164,织田信秀,织田信次,sibling
7165,淑哲公主,顺治帝,sibling
7166,管虎,管宗祥,parent
7167,藏文字,绒巴文,child
7168,末冈圀孝,日本,birthPlace
7169,鲁历·基斯拿臣,雷克雅未克,birthPlace
7170,海本庆治,日本,birthPlace
7171,谭顺妃,洪熙帝,spouse
7172,雷蒙·多梅内克,里昂,birthPlace
7173,阮福濶,阮福暲,child
7174,溧阳公主,侯景,spouse
7175,东山纪之,木村佳乃,spouse
7176,塔季扬娜·尼古拉耶芙娜,亚历山德拉·费奥多萝芙娜,parent
7177,陈桢,北京,deathPlace
7178,上官仪,陝州,birthPlace
7179,宫内聪,东京都,birthPlace
7180,弗里德里希·维勒,卡塞尔市,workPlace
7181,塚本明正,长崎县,birthPlace
7182,臧克家,王深汀,spouse
7183,保禄二世,教宗国,deathPlace
7184,方召麐,方林生,child
7185,高殷,郑氏,spouse
7186,杰尔姆·卡尔,美国海军研究实验室,workPlace
7187,西野朗,日本,birthPlace
7188,赵燕明,天津,birthPlace
7189,赫马佛洛狄忒斯,赫尔墨斯,parent
7190,东博树,京都府,birthPlace
7191,高师康,日本,birthPlace
7192,单鹏飞,中国,birthPlace
7193,博义王,一条朝子,spouse
7194,谷真一郎,爱知县,birthPlace
7195,危全讽,五代十国,deathPlace
7196,乐佩公主,德意志,birthPlace
7197,石坂希惠,大坂府,birthPlace
7198,约翰·维兰德,布罗斯,birthPlace
7199,曹赟定,上海,birthPlace
7200,宾诺·古登堡,加州理工学院,workPlace
7201,加林查,巴西,birthPlace
7202,保连奴·古亚拿,巴西,birthPlace
7203,黎文悦,杜氏忿,spouse
7204,黄权,黄崇,child
7205,杰里米·布罗基,基督城,birthPlace
7206,莫莱斯·罗斯,邓迪,birthPlace
7207,爱德华·费根鲍姆,史丹佛大学,workPlace
7208,克劳迪奥·卡多索,蒙得维的亚,birthPlace
7209,贞明皇后,大谷武子,sibling
7210,太田宏介,东京,birthPlace
7211,君士坦丁大帝,君士坦提乌斯一世,parent
7212,邵佳一,北京,birthPlace
7213,儒卡,巴西,birthPlace
7214,云拿保,荷兰,birthPlace
7215,恩里科·费米,芝加哥大学,workPlace
7216,李震东,大连,birthPlace
7217,莫宪宗,莫太宗,parent
7218,高部圣,日本,birthPlace
7219,颜沧波,北京大学,workPlace
7220,服部年宏,日本,birthPlace
7221,尚顺,向真子,spouse
7222,阿佛洛狄忒,得摩斯,child
7223,清高宗继皇后,永璟,child
7224,韦布林,瑞典,birthPlace
7225,杰克·科克,伦敦,birthPlace
7226,李进文,台湾高雄,birthPlace
7227,贞明皇后,九条筹子,sibling
7228,王洪亮,上海,birthPlace
7229,韩聪,黑龙江,birthPlace
7230,松赞干布,赤尊公主,spouse
7231,文昭甄皇后,曹叡,child
7232,金本圭太,日本,birthPlace
7233,大西忠生,京都府,birthPlace
7234,章敬王后,朝鲜中宗,spouse
7235,托勒密四世,贝勒尼基二世,parent
7236,应神天皇,菟道稚郎子,child
7237,佐藤勇人,日本,birthPlace
7238,松田英树,日本,birthPlace
7239,朱玲玲,罗康瑞,spouse
7240,拉迪斯劳,杜拉佐的玛格丽塔,parent
7241,高丽元宗,高丽英宗,sibling
7242,史蒂芬·古尔德,纽约大学,workPlace
7243,马克·范博梅尔,荷兰,birthPlace
7244,德川宗武,德川家重,sibling
7245,中岛豪,长崎县,birthPlace
7246,曹雪芹,北京市,deathPlace
7247,路易十七,玛丽·安东尼特,parent
7248,朝鲜世宗,贞顺公主,sibling
7249,咱雅班第达,青海,deathPlace
7250,孙捷,中国,birthPlace
7251,罗品信,北温哥华市,birthPlace
7252,小西隆佐,小西如清,child
7253,廖一久,台湾大学,workPlace
7254,顾明青,中国,birthPlace
7255,阿尔瓦·努涅斯·卡韦萨·德·巴卡,赫雷斯,birthPlace
7256,阿方索·加西亚·罗夫莱斯,米却肯州,birthPlace
7257,大茱莉亚,斯科里波尼娅,parent
7258,斯坦利·科恩,圣路易斯华盛顿大学,workPlace
7259,许褚,许仪,child
7260,王乃彦,中国原子能科学研究院,workPlace
7261,博义王,博明王,child
7262,马高·巴碧,奥西耶克,birthPlace
7263,莱昂·姆巴,法国,deathPlace
7264,黎威穆帝,黎宪宗,parent
7265,远藤昌浩,东京都,birthPlace
7266,深见梨加,津田英佑,spouse
7267,申师任堂,李元秀,spouse
7268,绚香,水嶋宏,spouse
7269,谭政,王长德,spouse
7270,拉斯·阿尔福斯,苏黎世联邦工业大学,workPlace
7271,松平赖恭,松平赖济,sibling
7272,美智子,秋篠宫文仁亲王,child
7273,赖斯·麦保希,法国,birthPlace
7274,阮健文,香港,birthPlace
7275,启,涂山氏,parent
7276,石原大助,山梨县,birthPlace
7277,松赞干布,蔡邦氏卓萨妥噶,parent
7278,阿波罗,阿斯克勒庇俄斯,child
7279,向岛满,静冈县,birthPlace
7280,城阳公主,唐高宗,sibling
7281,道圆法亲王,圣助法亲王,sibling
7282,陈璧君,汪兆铭,spouse
7283,理查德·卢,夏威夷,birthPlace
7284,周麟,天津,birthPlace
7285,郑海霞,柘城,birthPlace
7286,康拉德·格斯纳,洛桑大学,workPlace
7287,萧同叔子,齐惠公,spouse
7288,永泰长公主,石重贵,sibling
7289,遂平公主,宁德公主,sibling
7290,董阳,北京,birthPlace
7291,岛津义久,岛津岁久,sibling
7292,麦克·洛逊,英国,deathPlace
7293,水岛昇,东京医科齿科大学,workPlace
7294,高国华,何廷芳,spouse
7295,沙纳纳·古斯芒,葡属帝汶,birthPlace
7296,赤德祖赞,那囊·赞蒙多,parent
7297,黎神宗,郑氏玉桢,parent
7298,乔治·盖洛德·辛普森,哥伦比亚大学,workPlace
7299,德川齐昭,土屋拳直,child
7300,保罗·孔恩,伦敦大学学院,workPlace
7301,冯两努,香港,deathPlace
7302,郭慕孙,北京,deathPlace
7303,陈念君,章志文,spouse
7304,韩丽妃,恭慎夫人,sibling
7305,黄淳樑,香港,birthPlace
7306,谢尔盖·雷布罗夫,乌克兰,birthPlace
7307,北冈悟,日本,birthPlace
7308,饭岛澄男,名城大学,workPlace
7309,萧若元,萧定欣,child
7310,桂祥,德恆,child
7311,兰迪·波许,卡内基梅隆大学,workPlace
7312,庄拿芬·杜斯山度士,墨西哥,birthPlace
7313,乔纳斯·索尔克,匹兹堡大学,workPlace
7314,耶律泰哥,耶律擘失,sibling
7315,启,武观,child
7316,锺繇,锺会,child
7317,卢卡斯·辛基维奇,蒂黑,birthPlace
7318,查理·阿当,邓迪,birthPlace
7319,山本富士雄,日本,birthPlace
7320,杜路·阿肯拿,阿根廷,birthPlace
7321,贞圣王后,朝鲜英祖,spouse
7322,秦二世,秦始皇,parent
7323,福满,锡宝齐篇古,parent
7324,卡尔十六世·古斯塔夫,萨克森·科堡·哥达的施比拉公主,parent
7325,部百流,马耳他,birthPlace
7326,陈兆恺,香港,birthPlace
7327,米兰·兹韦尔,卢布尔雅那,birthPlace
7328,周信芳,周采芹,child
7329,宙斯,卡里忒斯,child
7330,菲利普·津巴多,纽约大学,workPlace
7331,黄建逢,台南市,birthPlace
7332,阿瑞斯,福波斯,child
7333,北村邦夫,日本,birthPlace
7334,孝懿仁皇后,悫惠皇贵妃,sibling
7335,约翰·赵,南韩,birthPlace
7336,上久雄,日本,birthPlace
7337,黎太宗,黎太祖,parent
7338,野泽正雄,日本,birthPlace
7339,杨宗宪,杨登魁,parent
7340,松平赖仪,松平赖胤,child
7341,牟如赞普,蔡邦妃玛加东格,parent
7342,大石玲,静冈县,birthPlace
7343,苏菲亚·布希,查德·麦可·莫瑞,spouse
7344,比尔希略·巴尔科·巴尔加斯,波哥大,deathPlace
7345,勒伊拉·巴列维,法拉赫·巴列维,parent
7346,路木龙次,长崎县,birthPlace
7347,路易·波拿巴,卡洛·波拿巴,parent
7348,古古,瑛华,spouse
7349,尊祐法亲王,义周入道亲王,sibling
7350,小塚崇彦,名古屋市,birthPlace
7351,宋星逸,上海,birthPlace
7352,佃贤典,北海道,birthPlace
7353,马丁·埃德温·加西亚,波哥大,birthPlace
7354,陈随意,谢宜君,spouse
7355,梁靖琪,梁家树,parent
7356,白贺斯,维滕,birthPlace
7357,平塚次郎,日本,birthPlace
7358,彭华英,梁惠燕,spouse
7359,田中哲也,日本,birthPlace
7360,明日香皇女,新田部皇女,sibling
7361,敦实亲王,雅庆,child
7362,狄俄倪索斯,塞墨勒,parent
7363,摩西·门德尔松,柏林,deathPlace
7364,周文王,太任,parent
7365,野田知,北海道,birthPlace
7366,丁谓,长洲县,birthPlace
7367,理察·罗伯茨,新英格兰生物实验室,workPlace
7368,林毅夫,陈云英,spouse
7369,松桥力藏,日本,birthPlace
7370,安条克四世,劳迪丝三世,parent
7371,李常杰,李常宪,sibling
7372,李侑菲,甄美里,parent
7373,马坚,北京,deathPlace
7374,黎昭统帝,黎维禕,parent
7375,藤嶋昭,东京理科大学,workPlace
7376,加藤正明,爱知县,birthPlace
7377,天奴,缅甸,birthPlace
7378,洪元硕,北京,birthPlace
7379,孙绍祖,贾迎春,spouse
7380,下田崇,广岛县,birthPlace
7381,穆罕默德·巴基尔,麦地那,birthPlace
7382,查维·云达,奥维耶多,birthPlace
7383,皮埃尔·杜蓬,卢森堡市,deathPlace
7384,梁帅荣,马来西亚,birthPlace
7385,岩崎泰之,静冈县,birthPlace
7386,积普·希基斯,德国,birthPlace
7387,德川赖宣,徳川义直,sibling
7388,植村修一,日本,birthPlace
7389,阿诺·索末菲,哥廷根大学,workPlace
7390,芦哲宇,包头,birthPlace
7391,庄拿芬·泰希奥,大溪地,birthPlace
7392,八代敏,茨城县,birthPlace
7393,郭兆林,史丹福大学,workPlace
7394,尚慕杰,孟菲斯,birthPlace
7395,泽田和树,日本,birthPlace
7396,波塞冬,波吕斐摩斯,child
7397,奥修,印度,birthPlace
7398,菲利普·安德森,剑桥大学,workPlace
7399,吉尔伯特·牛顿·路易士,哈佛大学,workPlace
7400,英照皇太后,富贵宫,child
7401,高郁,马楚,deathPlace
7402,索福克勒斯,雅典,deathPlace
7403,陈宪宗,明慈皇太妃,parent
7404,右近德太郎,日本,birthPlace
7405,佐佐木道誉,斯波氏赖,child
7406,让·巴蒂斯特·拉马克,巴黎植物园,workPlace
7407,笠原宗太,日本,birthPlace
7408,菲利普·安德森,普林斯顿大学,workPlace
7409,桥本研一,日本,birthPlace
7410,喻华峰,向丽,spouse
7411,米海尔一世,克纳勒岛,deathPlace
7412,阮杨,中国,birthPlace
7413,薄一波,薄洁莹,child
7414,马斯·史云逊,瑞典,birthPlace
7415,堀口悠纪子,京都府,birthPlace
7416,吴范锡,韩国,birthPlace
7417,埃雷尔森,巴西,birthPlace
7418,小西隆佐,小西行景,child
7419,霍日宁,中国,birthPlace
7420,蒋明翰,台湾,birthPlace
7421,马唯中,周美青,parent
7422,鲍勃桑·埃基科,比利时,deathPlace
7423,黎仁宗,黎太宗,parent
7424,黄纪达,游秀华,spouse
7425,郑根,郑欐,sibling
7426,大塚宁宁,田辺诚一,spouse
7427,曾健晃,香港,birthPlace
7428,公辨法亲王,香久宫,sibling
7429,吴锦堂,徐幽芳,spouse
7430,拿破崙八世,拿破仑七世,parent
7431,华歆,曹魏,deathPlace
7432,华美,婷婷,child
7433,吴昌岌,吴权,parent
7434,多柔,德国,birthPlace
7435,李志恆,香港,birthPlace
7436,女节,少昊,child
7437,裘法祖,裘罗懿,spouse
7438,冈本浩司,兵库县,birthPlace
7439,巴斯·路亚达,荷兰,birthPlace
7440,赫尔曼·赞斯特拉,阿姆斯特丹大学,workPlace
7441,巴约的厄德,巴勒莫,deathPlace
7442,华岗,济南,deathPlace
7443,林忠四郎,京都大学,workPlace
7444,比利·布蓝拿,英格兰,deathPlace
